id,name,address,lat,lng,location,rating,total_reviews,price_level,phone,website,is_partner,discount_value,weekday_text,top_review
646bc6b4-0d16-41cd-8f12-417eadad014b,Elskoffie,"Jl. Prof. Dr. Suharso No.2, Arcawinangun, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53115, Indonesia",-7.4174013,109.2519516,,4.8,834,0,,,False,0,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours","Their staff, atmosphere, and food are very satisfying. There are two floors, the outdoor and smoking area is on the second floor and the non-smoking area is on the first floor. the taste of the food is delicious and yesterday I ordered a Caesar salad, it was very satisfying at an affordable price, but what I liked most was the matcha and chocolate drink, it was perfect and kid friendly because there was no added sugar."
e20f6bbf-8f5e-4e6c-92e9-d9595203dc7f,Lav Cafe Purwokerto,"Ruko, Permata Hijau Raya Jl. Dr. Angka, Glempang, Bancarkembar, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53115, Indonesia",-7.415282500000001,109.2401366,,4.8,1240,2,0813-1896-8383,,False,0,"Monday: 11:00 AM – 10:00 PM
Tuesday: 11:00 AM – 10:00 PM
Wednesday: 11:00 AM – 10:00 PM
Thursday: 11:00 AM – 10:00 PM
Friday: 11:00 AM – 11:00 PM
Saturday: 11:00 AM – 11:00 PM
Sunday: 11:00 AM – 10:00 PM","Came here yesterday and came back again today for its ambience and ice cream caught my heart ❤️ forgot to take pictures of the food 😆 so mind you, they were halfway eaten already. Smoking room available downstairs as well as upstairs. Some Instagramable spots shouldn't be missed when visitors came for food. Even the toilet is lovely 😍🤣 If one day I come back to this city, I will visit this place again for sure"
ff6500ea-9d91-4f60-9a93-be143d798532,"Arasta Alpha, Overste Isdiman","Ruko Widodo, Jl. Overste Isdiman, Jatiwinangun, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.419934899999999,109.2444712,,4.8,3475,0,0815-6705-602,,False,0,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours","One of the best spots in Purwokerto for coffee, pastries, and light meals. We came as a big family group and ordered a wide variety of items from their menu.

The staff were quick, responsive, and easy to communicate with. All orders were taken promptly and everything arrived on time without any hassle.

I had a cold brew and their Arastreat chicken meal. The chicken was delicious, and the crispy kailan added a nice texture that complemented the dish well.

The cold brew was served thoughtfully, with water and cookies on the side. Their coffee roast was excellent, and I even grabbed an americano to go afterwards.

This café is also a great option for visitors who want to work from a café, as each table comes with power outlets and a stable Wi-Fi connection."
e5578308-1b12-49f5-8942-21644aab6443,AT NINE Coffee and Space,"Jl. Gelora Indah I, Mangunjaya, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53113, Indonesia",-7.419091399999999,109.2512297,,4.7,285,0,0822-2512-8247,,False,0,"Monday: 8:00 AM – 12:00 AM
Tuesday: 8:00 AM – 12:00 AM
Wednesday: 8:00 AM – 12:00 AM
Thursday: 8:00 AM – 12:00 AM
Friday: 8:00 AM – 12:00 AM
Saturday: 8:00 AM – 12:00 AM
Sunday: 10:00 AM – 12:00 AM","I recently visited AT:NINE, hoping for a pleasant dining experience, but unfortunately, it left much to be desired.

From the start, the service was disappointing. The order taker seemed rude and impatient, constantly asking, ""Anything else?"" in a rushed tone. It felt like they wanted us to place our order as quickly as possible, leaving no room for us to make decisions at a comfortable pace. To make things worse, there were no waiters to deliver the drinks to the table, which felt like a letdown for the price we were paying.

Given the service and overall experience, the food did not feel worth the price. While the menu might look appealing, the actual value of the meal fell short of expectations.

The place itself is nice, with modern décor and a good layout. However, the air conditioning was poorly managed. Even though it was supposedly set to 16°C, it felt closer to 30°C inside, making the environment uncomfortable."
02f0d445-7324-4db4-849f-30a827ce5d66,KURO COFFEE EATERY,"Jl. Gelora Indah I No.18, Mangunjaya, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53113, Indonesia",-7.419379299999999,109.2514198,,4.8,316,2,0896-7332-3596,,False,0,,"Soto betawi very tasty. Meat inside nice quality. And even if its blackout, they run a emergency generator so there still light and energy to charge phone and laptop👍"
3c7dc009-040d-459e-8f87-8d37cc88a799,Mimosa Coffee Kitchen & Dessert,"Jalan Dokter Angka Ruko, Permata Hijau Raya No.4, Glempang, Bancarkembar, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53115, Indonesia",-7.415902999999998,109.2401027,,4.7,783,2,0822-2041-0354,http://linktr.ee/mimosapatisserie,False,0,"Monday: 8:00 AM – 10:00 PM
Tuesday: 8:00 AM – 10:00 PM
Wednesday: 8:00 AM – 10:00 PM
Thursday: 8:00 AM – 10:00 PM
Friday: 8:00 AM – 11:00 PM
Saturday: 8:00 AM – 11:00 PM
Sunday: 8:00 AM – 10:00 PM","I visited this place after a recommendation, and I have to say the setting is very pleasant—relaxing, comfortable, and with a nice atmosphere.

I ordered an iced cappuccino, which was enjoyable and had a good coffee flavor. Unfortunately, the grilled chicken sandwich was a big letdown. The menu described it as a panini, but what I received was more like a grilled flatbread. After the first bite, it became even more disappointing—completely bland, with no salt, no pepper, no sauce, and nothing to bring out the taste of the chicken or tomatoes. If this is meant to be a panini, it really missed the mark.

Thankfully, the desserts were much better. The doughnuts had generous sweet and savory fillings, the almond croissant was rich in flavor with plenty of almond filling, and the crombolini was also packed with flavor and cream. These items clearly showed more attention to taste and quality.

Overall, this café has a lot of potential. The coffee and pastries are worth coming back for, but the savory food really needs improvement. With a bit more care in preparation and seasoning, this place could be so much better."
b03631c7-b50a-40b3-be13-bff47eccc2f2,Alas House,"Jl. Gelora Indah I No.36, Mangunjaya, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.420695699999999,109.2512767,,4.6,793,0,0822-4246-3875,http://www.housealas.com/,False,0,"Monday: 9:00 AM – 1:00 AM
Tuesday: 9:00 AM – 1:00 AM
Wednesday: 9:00 AM – 1:00 AM
Thursday: 9:00 AM – 1:00 AM
Friday: 9:00 AM – 1:00 AM
Saturday: 9:00 AM – 1:00 AM
Sunday: 9:00 AM – 1:00 AM","The place and the ambiance is very nice, love to enjoy and spend my time here. But I don’t know what’s going on with the cashier, specially the girl. She is very rude?! Not only her attitude but also the face she gave to the customer. I’ve been here often, but she never change her attitude. For a good place like this, she really ruined the vibe."
c26446c0-f57e-4476-9037-31685969ac92,Cold 'N Brew - Purwokerto,"Jl. Jend. Sudirman No.296, Kranjimuntang, Purwanegara, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.427394699999999,109.2373851,,4.7,260,0,0851-4269-2500,,False,0,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours","good services, good place comfortable for i do my thesis😅 and their food and beverage sooo goodd"
186f473c-d2f7-4ad4-a33c-2ad5ffac4a92,Quattro Café,"Jl. Pungkuran No.10, Purwokerto, Sokanegara, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53115, Indonesia",-7.422108099999999,109.2307161,,4.5,1904,2,(0281) 6512776,https://bit.ly/quattrocafe,False,0,"Monday: 10:00 AM – 10:00 PM
Tuesday: 10:00 AM – 10:00 PM
Wednesday: 10:00 AM – 10:00 PM
Thursday: 10:00 AM – 10:00 PM
Friday: 10:00 AM – 10:00 PM
Saturday: 10:00 AM – 10:00 PM
Sunday: 10:00 AM – 10:00 PM","Well decorated cafe. Lots of menu variant. And surprisingly, all of them was great. This cafe also has indoor smoking area, which quite unusual but become its plus point.
I ordered:
1x Dimsum (Siomay): Very soft and delicious!
1x Salted Egg Tofu: Surprisingly delicious!
1x Pan Seared Salmon: Big cut of salmon meat & delicious cream sauce. If only the mashed potatoes a bit softer, it would be perfect!
1x Premium Tea (Camomile): Dilmah tea, love it
1x Quattro’s Bowl: A bowl of mixed fruit topped with matcha ice cream & almond. The soup itself was too plain, I thought it would be pure creamy yoghurt/pure plain milk, but it’s not."
7e59a92e-a22a-484f-821a-a33051f47f6a,"Kopi Arasta, Hotel Wisata Niaga","Jl. Merdeka No.5, Brubahan, Purwanegara, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53116, Indonesia",-7.4253125,109.2367758,,4.9,1966,0,0815-6705-602,http://instagram.com/kopiarasta,False,0,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours","A small coffee shop and pastry shop are within the hotel. The area is limited and not that spacious, but comfortable if you bring 2 or 3 friends along to enjoy the coffee and talks. The price is standard like others, but the taste is unexpectedly good. Highly recommended."
a3704053-1943-4f9f-a633-d3b4c42f6ecc,Nicetime Cafe Purwokerto,"Ruko Perhutani No, Pereng, Sokanegara, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53115, Indonesia",-7.4249971,109.228176,,4.4,588,2,(0281) 6510422,,False,0,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours",NICE fVcXin6 TIME...
c426dd02-e9d3-4a3e-99a1-b0a0752ada86,Diruma Coffee Living,"Jl. Sultan Agung No.255, Karang Malang, Teluk, Kec. Purwokerto Sel., Kabupaten Banyumas, Jawa Tengah 53145, Indonesia",-7.446675900000001,109.2558608,,4.9,948,0,0815-4261-9999,,False,0,"Monday: 7:00 AM – 10:00 PM
Tuesday: 7:00 AM – 10:00 PM
Wednesday: 7:00 AM – 10:00 PM
Thursday: 7:00 AM – 10:00 PM
Friday: 7:00 AM – 10:00 PM
Saturday: 7:00 AM – 10:00 PM
Sunday: 7:00 AM – 10:00 PM","When we first arrived at Diruma coffee and living we were quite stunned. It was designed nicely and looking comfortable inside, just felt at home.

We ordered:
Capuccino
V60
Jasmine tea
Chocolate diruma
Toast diruma
Churros choco/matcha
Donat classic

The coffee was nice the food also great. Toast diruma was my favorite 👍

But we noticed some unresolved & unfinished parts in the interior that could be refined to make it a better place."
87f0d52c-792a-4fe3-b213-eca7d9544a5c,At Cafe Campus,"Jalan HR Bunyamin No.637C, Pakembaran, Bancarkembar, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53121, Indonesia",-7.405650599999999,109.2452775,,4.6,1344,2,0878-3719-7189,,False,0,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours","Waitress services and food tastes aside, since everyone has talked about it on the other comments ((Not that bad actually, in my experiences)). The cafe is quite good. In addition to its very affordable prices, especially with the student discount, the cafe has a cool atmosphere that makes you feel at ease. I took a seat outside, where the view of Gunung Slamet was a feast for the eyes. And one thing that amazed me was the toilet! This is something that seems like it would be the last consideration when choosing a cafe, but it's very clear that this cafe has its own value. The restrooms are clean and fully stocked with amenities (the women's restroom even provides sanitary pads with black plastic bags). I really appreciate your consideration for us 😍"
708a4847-c16a-4fba-ae32-5adbfcd149c8,Society Coffee House,"Jl. Prof. Dr. Suharso No.9B, Arcawinangun, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53113, Indonesia",-7.417701300000001,109.2521809,,4.5,2448,2,0811-2821-168,https://societycoffeehouse.id/,False,0,"Monday: 9:00 AM – 11:00 PM
Tuesday: 9:00 AM – 11:00 PM
Wednesday: 9:00 AM – 11:00 PM
Thursday: 9:00 AM – 11:00 PM
Friday: 9:00 AM – 11:00 PM
Saturday: 9:00 AM – 11:00 PM
Sunday: 9:00 AM – 11:00 PM","Surprisingly their coffee and matcha was soooo good. They're using ceremonial grade matcha, I can tell. Also the coffee was premium. Gelato and cakes also delicious. They provided clean mushola, clean toilets, and huge space for group. We stayed at Purwokerto for 3 days and we came here twice in a row."
